Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R1_001.fastq.gz	(1, 0.0)	(2, 0.3870247113466499)	(3, 3.502891840381962e-05)	(4, 0.04030147120196255)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.1489485236452837e-05)	(15, 0.007912892551749238)	(20, 0.0)	(25, 0.0)	(30, 0.016452382395906)	(35, 0.000819676690649379)	(40, 4.371609016796689e-05)	(45, 4.147423939012243e-05)	(50, 4.511724690411967e-05)	(55, 0.00011041115080883944)	(60, 0.03392536735842569)	(65, 7.762408318286427e-05)	(70, 8.182755339132262e-05)	(75, 0.0011349369562837558)	(80, 0.00017626551740802034)	(85, 0.016264627393261528)	(90, 0.00011881809122575614)	(95, 3.0825448195361263e-06)	(100, 7.650315779394205e-05)	(105, 7.594269509948094e-05)	(110, 1.4011567361527848e-06)	(115, 0.00027939065318886527)	(120, 2.5220821250750126e-05)	(125, 0.00016365510678264524)	(130, 6.921714276594757e-05)	(135, 0.02539512514872753)	(140, 1.0929022541991723e-05)	(145, 7.061829950210035e-05)	(150, 0.0004091377669566132)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R2_001.fastq.gz	(1, 0.006054398256916183)	(2, 0.0698896979993009)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 5.464511270995861e-05)	(8, 0.0)	(9, 0.0)	(10, 5.8288120223955847e-05)	(15, 0.00030236962366177097)	(20, 5.21230305848836e-05)	(25, 1.6813880833833417e-06)	(30, 3.250683627874461e-05)	(35, 2.1858045083983445e-05)	(40, 0.0001367528974485118)	(45, 6.137066504349197e-05)	(50, 9.443796401669769e-05)	(55, 4.8199791723655796e-05)	(60, 9.247634458608378e-06)	(65, 2.4380127209058456e-05)	(70, 0.00011321346428114501)	(75, 0.00011937855392021727)	(80, 8.126709069686152e-06)	(85, 4.707886633473357e-05)	(90, 0.00013226919589282287)	(95, 2.2418507778444556e-06)	(100, 4.848002307088636e-05)	(105, 5.9969508307339194e-05)	(110, 3.614984379274185e-05)	(115, 0.00019588171171415933)	(120, 6.333228447410588e-05)	(125, 8.855310572485601e-05)	(130, 0.00101135493215508)	(135, 0.0027403823445676166)	(140, 0.000829204556455218)	(145, 5.044164250150025e-06)	(150, 0.00018355153243601482)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R1_001.fastq.gz	(1, 0.0)	(2, 0.3876816428526494)	(3, 3.564674896302445e-05)	(4, 0.04029477505607273)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.27088409346435e-05)	(15, 0.007899319570206217)	(20, 0.0)	(25, 0.0)	(30, 0.016475307427249675)	(35, 0.0008130558480870708)	(40, 4.7115702977214924e-05)	(45, 3.31669751221184e-05)	(50, 3.843649453404376e-05)	(55, 0.00012677843761632173)	(60, 0.03357024834299575)	(65, 9.392143422431659e-05)	(70, 7.780290425842728e-05)	(75, 0.0011506150621804067)	(80, 0.00017389414059353666)	(85, 0.016058705421977456)	(90, 0.00012398869204530242)	(95, 1.8598303806795365e-06)	(100, 7.439321522718146e-05)	(105, 8.40023388606924e-05)	(110, 2.1698021107927925e-06)	(115, 0.00027060532038887254)	(120, 2.4177794948833976e-05)	(125, 0.00018660298152818014)	(130, 8.741202789193821e-05)	(135, 0.025407452802193264)	(140, 1.0229067093737451e-05)	(145, 7.501315868740798e-05)	(150, 0.00037661565208760615)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R2_001.fastq.gz	(1, 0.006236631209878713)	(2, 0.06979323475230075)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 5.734477007095237e-05)	(8, 0.0)	(9, 0.0)	(10, 5.8584656991405405e-05)	(15, 0.0003040822672411042)	(20, 4.6495759516988413e-05)	(25, 1.8598303806795365e-06)	(30, 3.812652280393049e-05)	(35, 2.4797738409060486e-05)	(40, 0.00014878643045436292)	(45, 5.982454391185842e-05)	(50, 9.609123633510939e-05)	(55, 5.982454391185842e-05)	(60, 7.12934979260489e-06)	(65, 1.921824726702188e-05)	(70, 0.00010818013380952636)	(75, 0.00012801832453677477)	(80, 9.919095363624195e-06)	(85, 5.641485488061261e-05)	(90, 0.00013018812664756754)	(95, 1.5498586505662804e-06)	(100, 4.4945900866422134e-05)	(105, 6.075445910219819e-05)	(110, 3.192708820166538e-05)	(115, 0.00019466224651112481)	(120, 6.261428948287773e-05)	(125, 9.237157557375031e-05)	(130, 0.0010139175292004606)	(135, 0.002739530150740957)	(140, 0.0008381635582262444)	(145, 6.819378062491634e-06)	(150, 0.00017203431021285714)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-1_R1_001.fastq.gz	(1, 0.0)	(2, 0.387279625616597)	(3, 3.744352349176793e-05)	(4, 0.04078609421246564)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.67641618326587e-06)	(15, 0.00794467425745896)	(20, 0.0)	(25, 0.0)	(30, 0.01641271641630847)	(35, 0.0008304889367724708)	(40, 4.69516541761944e-05)	(45, 3.39936707655601e-05)	(50, 3.9126378480162e-05)	(55, 0.00011426585371195697)	(60, 0.03420907620407454)	(65, 8.473174866564115e-05)	(70, 7.522361798121467e-05)	(75, 0.0011359271171659934)	(80, 0.00016651850110159267)	(85, 0.016543894962653787)	(90, 0.00011620113694861015)	(95, 2.5242824825910968e-06)	(100, 7.211033625268566e-05)	(105, 7.463461873527675e-05)	(110, 2.0194259860728776e-06)	(115, 0.00026563865991800306)	(120, 2.2045400347962243e-05)	(125, 0.00017055735307373843)	(130, 7.57284744777329e-05)	(135, 0.025788742984146)	(140, 1.2453126914116075e-05)	(145, 6.908119727357635e-05)	(150, 0.0003689659562053986)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-1_R2_001.fastq.gz	(1, 0.006123909302766)	(2, 0.06911148866336743)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.96442221576249e-05)	(8, 0.0)	(9, 0.0)	(10, 5.688049860771937e-05)	(15, 0.0002849073495351151)	(20, 4.71199396750338e-05)	(25, 2.35599698375169e-06)	(30, 3.508752650801624e-05)	(35, 2.2550256844480464e-05)	(40, 0.0001409391052780029)	(45, 5.7806068851336106e-05)	(50, 9.457645034774642e-05)	(55, 5.359893138035095e-05)	(60, 6.731419953576258e-06)	(65, 1.9268689617112038e-05)	(70, 0.0001098904307421324)	(75, 0.00011880956218062094)	(80, 8.498417691390025e-06)	(85, 5.132707714601896e-05)	(90, 0.00012882254936156563)	(95, 1.598712238974361e-06)	(100, 4.552122743605944e-05)	(105, 5.671221310887997e-05)	(110, 3.2815672273684255e-05)	(115, 0.00017653148828253735)	(120, 6.167663532464246e-05)	(125, 8.397446392086381e-05)	(130, 0.0010247745451825655)	(135, 0.0027533190465115287)	(140, 0.0008222429473293399)	(145, 5.637564211120116e-06)	(150, 0.00016491978886261832)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-2_R1_001.fastq.gz	(1, 0.0)	(2, 0.38753152943752966)	(3, 4.061506349751774e-05)	(4, 0.04002759561478579)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.160430385643364e-05)	(15, 0.007848280805702483)	(20, 0.0)	(25, 0.0)	(30, 0.0165297506282969)	(35, 0.0008279670801565404)	(40, 5.076882937189719e-05)	(45, 3.2201943201603354e-05)	(50, 4.090517109392859e-05)	(55, 0.00010966067144329791)	(60, 0.0337096323801505)	(65, 8.674217132684147e-05)	(70, 8.384109536273306e-05)	(75, 0.0011372217779304968)	(80, 0.00016913272870752033)	(85, 0.01597970662550195)	(90, 0.00011401228538946052)	(95, 1.7406455784650464e-06)	(100, 7.339722189194278e-05)	(105, 6.527420919243924e-05)	(110, 2.0307531748758874e-06)	(115, 0.0002715407102405472)	(120, 2.4078930502099806e-05)	(125, 0.000156948209658265)	(130, 7.252689910271026e-05)	(135, 0.02528055616643351)	(140, 1.102408866361196e-05)	(145, 6.730496236731513e-05)	(150, 0.0003437775017468466)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-2_R2_001.fastq.gz	(1, 0.005915293890817049)	(2, 0.07015526950205163)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 7.397743708476446e-05)	(8, 0.0)	(9, 0.0)	(10, 5.860173447498989e-05)	(15, 0.000275602216590299)	(20, 4.3806247058037e-05)	(25, 2.3208607712867285e-06)	(30, 3.510301916571177e-05)	(35, 2.785032925544074e-05)	(40, 0.00013054841838487847)	(45, 5.628087370370316e-05)	(50, 9.747615239404258e-05)	(55, 4.757764581137793e-05)	(60, 1.0443873470790276e-05)	(65, 2.3498715309278126e-05)	(70, 0.00011140131702176297)	(75, 0.00011169142461817379)	(80, 9.863658277968595e-06)	(85, 4.815786100419961e-05)	(90, 0.00012851766521000256)	(95, 1.7406455784650464e-06)	(100, 4.6127107829323725e-05)	(105, 5.744130408934652e-05)	(110, 2.814043685185158e-05)	(115, 0.00017986670977472143)	(120, 6.527420919243924e-05)	(125, 7.223679150629942e-05)	(130, 0.0010142161570523003)	(135, 0.0027313630202080684)	(140, 0.0008224550358247343)	(145, 7.542797506681867e-06)	(150, 0.00021032800739785975)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-3_R1_001.fastq.gz	(1, 0.0)	(2, 0.386573505115596)	(3, 3.612198828909086e-05)	(4, 0.04005527145834741)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 8.829819359555542e-06)	(15, 0.0078499769809285)	(20, 0.0)	(25, 0.0)	(30, 0.01645530487252443)	(35, 0.0008217083410059112)	(40, 4.281124537966324e-05)	(45, 3.7994980274451126e-05)	(50, 4.281124537966324e-05)	(55, 0.00011505522195784494)	(60, 0.03380242150036398)	(65, 8.642520161019516e-05)	(70, 7.78629525342625e-05)	(75, 0.0011270060346196347)	(80, 0.00016589357584619505)	(85, 0.01536629381817925)	(90, 0.00012120933848117154)	(95, 1.3378514181144762e-06)	(100, 7.331425771267329e-05)	(105, 7.331425771267329e-05)	(110, 2.408132552606057e-06)	(115, 0.0002587404642633397)	(120, 2.5954317511420834e-05)	(125, 0.00016669628669706372)	(130, 7.572239026527935e-05)	(135, 0.02534934110014947)	(140, 1.4716365599259238e-05)	(145, 7.518724969803355e-05)	(150, 0.000365233437145252)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-3_R2_001.fastq.gz	(1, 0.005994912204570967)	(2, 0.07074959654414785)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 6.020331381515142e-05)	(8, 0.0)	(9, 0.0)	(10, 5.966817324790564e-05)	(15, 0.00028844076574548107)	(20, 4.869779161936693e-05)	(25, 4.281124537966324e-06)	(30, 3.93328316925656e-05)	(35, 2.301104439156899e-05)	(40, 0.0001399392583347742)	(45, 6.073845438239721e-05)	(50, 0.00010194427806032307)	(55, 5.3781627008201936e-05)	(60, 1.2575803330276075e-05)	(65, 2.6489458078666626e-05)	(70, 0.0001177309247940739)	(75, 0.00012013905734667995)	(80, 6.4216868069494855e-06)	(85, 5.1373494455595884e-05)	(90, 0.0001345878526623163)	(95, 1.6054217017373714e-06)	(100, 5.1105924171972984e-05)	(105, 6.127359494964301e-05)	(110, 3.826255055807402e-05)	(115, 0.00017686395747473375)	(120, 6.71601411893467e-05)	(125, 8.589006104294936e-05)	(130, 0.0010087399692583151)	(135, 0.002694967896649801)	(140, 0.0008131460919299787)	(145, 5.08383538883501e-06)	(150, 0.00019933986129905693)
