"","Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"242","TES","GO:0001657","ureteric bud development","40/4047","100/18986",0.4,1.87655053125772,4.57423111691904,1.69164347549559e-05,0.000443392337399527,0.000323244444882651,"4070/7482/5087/55083/2625/847/652/384/342184/4091/4088/9955/6928/6662/80000/4087/4092/4089/7040/6382/7849/5915/1499/6092/1739/9353/5311/255743/2247/10252/4086/170690/10409/2246/6492/168667/2737/6469/4609/2719",40
"243","TES","GO:0001508","action potential","62/4047","177/18986",0.350282485875706,1.64330696240083,4.47541353504401,1.71193378970801e-05,0.000446864034078926,0.00032577540126434,"2475/3752/476/2702/9722/3776/288/29119/3784/10008/4544/5318/6334/9472/57369/10052/3759/406922/23327/3754/3790/6546/6869/785/6335/1134/6508/23704/3787/1525/9992/859/23171/7871/10242/27094/2257/1739/287/817/348980/153396/2890/1812/1268/2898/2697/9465/948/6717/10142/4897/857/3757/169522/9630/2776/4915/5774/1756/4693/2258",62
"244","TES","GO:0097191","extrinsic apoptotic signaling pathway","78/4047","236/18986",0.330508474576271,1.5505396338782,4.42950396187056,1.74446608047845e-05,0.000453489686412902,0.000330605672629069,"2140/4803/356/5788/467/7042/10771/8829/355/85450/6934/9531/8772/10413/79370/51202/4254/8738/3479/8600/652/3958/7057/4088/5607/51741/117584/4089/5366/970/7040/3552/3553/90/3655/3685/841/55437/7857/6672/598/6714/2139/351/2876/64332/2932/3592/8743/5062/3064/658/3558/57630/5295/1437/1495/8737/2729/653/2309/2070/3624/5054/857/3084/6591/9821/6788/64798/3717/1612/9314/9966/7185/8406/407007/367",78
"245","TES","GO:0060411","cardiac septum morphogenesis","32/4047","74/18986",0.432432432432432,2.02870327703538,4.614752278305,1.80983082639188e-05,0.000464818327569205,0.000338864544091127,"9249/3491/4853/7042/8829/657/55742/60485/652/4091/2627/4092/4089/90/4036/8828/182/5915/7048/6092/6091/7468/9353/3516/6659/653/10370/8701/10512/8321/55636/23414",32
"246","TES","GO:0071260","cellular response to mechanical stimulus","32/4047","74/18986",0.432432432432432,2.02870327703538,4.614752278305,1.80983082639188e-05,0.000464818327569205,0.000338864544091127,"6513/1647/50848/5743/7100/5599/355/9531/8772/54407/8738/3480/6416/3690/3759/6662/63895/7040/3553/841/441027/4790/2247/5734/4214/3659/654/2729/358/1956/136319/51284",32
"247","TES","GO:0014896","muscle hypertrophy","42/4047","107/18986",0.392523364485981,1.84147482039309,4.54312472531171,1.81735685380991e-05,0.000464818327569205,0.000338864544091127,"9682/5999/55811/5592/22876/10539/8048/3479/2308/9472/4088/4205/4775/6416/406991/5578/6093/406922/2627/4089/9475/4211/27302/2660/7074/5152/29995/859/5468/27086/5062/10611/5530/817/8654/8470/1906/3720/3066/136319/2146/7373",42
"248","TES","GO:0043266","regulation of potassium ion transport","42/4047","107/18986",0.392523364485981,1.84147482039309,4.54312472531171,1.81735685380991e-05,0.000464818327569205,0.000338864544091127,"845/9722/5999/6000/3799/3688/288/3784/10008/1813/196527/3356/9472/4734/406991/3759/406922/23327/3754/3790/27347/23704/51719/5621/3787/9992/859/9943/7881/54800/1739/80333/287/30820/1812/9465/10142/857/3757/2185/4986/2273",42
"249","TES","GO:0048660","regulation of smooth muscle cell proliferation","61/4047","174/18986",0.350574712643678,1.64467790814254,4.44642597454786,1.93623639097087e-05,0.000493234836462982,0.000359580911669205,"5724/3725/1901/4921/5743/5592/657/5728/6934/7702/80310/3606/3479/406948/652/4331/7057/7168/3480/4313/1012/3690/406991/2081/10672/406922/7040/6869/5136/10203/6772/6714/9510/5155/5468/1499/27086/3592/5290/10891/2247/5295/4208/1839/1906/6885/2697/4217/6648/2768/3569/3486/1956/7434/5591/10221/8840/3717/4969/9314/407007",61
"250","TES","GO:0006929","substrate-dependent cell migration","16/4047","27/18986",0.592592592592593,2.78007486112255,4.81752054077763,2.01175435087542e-05,0.000510422313904112,0.000372111025827189,"5788/8829/57698/22801/11037/57669/2335/6091/4690/9353/7424/23294/23607/6591/6386/4983",16
"251","TES","GO:0021954","central nervous system neuron development","38/4047","94/18986",0.404255319148936,1.89651383478174,4.53516501236295,2.04980176681028e-05,0.000518003689517037,0.000377638044101387,"431707/4808/8829/5728/25987/1813/9201/23077/51199/64398/1009/57551/2909/4929/57282/8828/4133/2043/9334/7474/6092/6091/2049/9353/8929/2560/166614/9693/64283/1812/4852/4967/9723/91584/4781/4915/23287/170302",38
"252","TES","GO:0048736","appendage development","65/4047","189/18986",0.343915343915344,1.61343630333005,4.4113066107711,2.11643676871368e-05,0.000530614957468415,0.000386831983563937,"4774/4853/5087/5396/5362/7042/22943/657/26005/79659/7704/7289/144165/50515/145173/341640/652/342184/8854/23322/6662/4089/51057/51542/3899/3655/51776/100131390/80856/84133/83999/9215/8850/5915/1499/7474/55764/4154/8626/7700/5308/27152/23657/25836/2201/860/7021/3066/221322/2697/2768/7291/2737/10512/6469/64327/55636/79977/8323/340419/2131/8434/5125/2719/7547",65
"253","TES","GO:0060173","limb development","65/4047","189/18986",0.343915343915344,1.61343630333005,4.4113066107711,2.11643676871368e-05,0.000530614957468415,0.000386831983563937,"4774/4853/5087/5396/5362/7042/22943/657/26005/79659/7704/7289/144165/50515/145173/341640/652/342184/8854/23322/6662/4089/51057/51542/3899/3655/51776/100131390/80856/84133/83999/9215/8850/5915/1499/7474/55764/4154/8626/7700/5308/27152/23657/25836/2201/860/7021/3066/221322/2697/2768/7291/2737/10512/6469/64327/55636/79977/8323/340419/2131/8434/5125/2719/7547",65
"254","TES","GO:0007229","integrin-mediated signaling pathway","43/4047","111/18986",0.387387387387387,1.81738001901086,4.49524291953659,2.12734888829724e-05,0.00053125094482163,0.000387295634740563,"65979/199920/10451/3915/3688/8829/81624/9358/5587/2530/102/22801/3690/634/3987/3694/3655/3685/2335/8452/6714/9510/4627/3680/3693/683/7006/2533/3672/55914/1495/4739/667/3908/1490/3696/3912/5764/2185/8754/1015/5747/25",43
"255","TES","GO:0072163","mesonephric epithelium development","40/4047","101/18986",0.396039603960396,1.85797082302745,4.49972373526865,2.22934922800009e-05,0.000552373521609555,0.000402694537771563,"4070/7482/5087/55083/2625/847/652/384/342184/4091/4088/9955/6928/6662/80000/4087/4092/4089/7040/6382/7849/5915/1499/6092/1739/9353/5311/255743/2247/10252/4086/170690/10409/2246/6492/168667/2737/6469/4609/2719",40
"256","TES","GO:0072164","mesonephric tubule development","40/4047","101/18986",0.396039603960396,1.85797082302745,4.49972373526865,2.22934922800009e-05,0.000552373521609555,0.000402694537771563,"4070/7482/5087/55083/2625/847/652/384/342184/4091/4088/9955/6928/6662/80000/4087/4092/4089/7040/6382/7849/5915/1499/6092/1739/9353/5311/255743/2247/10252/4086/170690/10409/2246/6492/168667/2737/6469/4609/2719",40
"257","TES","GO:0007259","cell surface receptor signaling pathway via JAK-STAT","49/4047","132/18986",0.371212121212121,1.74149575817478,4.44943661611876,2.26345939307178e-05,0.000558642915574098,0.000407265087600423,"1600/7398/3716/54741/1647/8995/5788/50604/22876/3606/55801/8835/10464/51379/6347/6774/5771/84444/9655/10617/9111/4760/6772/6775/2066/3455/4771/2033/3592/54940/132299/5311/1950/59067/5618/3575/2149/2241/85480/1437/3578/5617/2534/3569/857/2185/3717/5789/3456",49
"258","TES","GO:0070661","leukocyte proliferation","105/4047","341/18986",0.30791788856305,1.44455869341687,4.31157795095221,2.32011110506721e-05,0.000570405610055865,0.000415840395126898,"1503/7412/10451/1435/26191/79679/6375/8995/7292/5788/57829/9231/3988/3087/4004/7189/931/8772/472/3606/56253/160365/29110/5074/4254/3479/6541/3146/8600/8660/652/3958/384/146433/406991/1636/970/7040/2355/6654/6869/8440/3552/3553/57181/940/1493/3485/3635/5621/598/4773/23228/7048/1499/64332/868/11148/4690/53833/3592/6480/604/1739/683/952/5530/8654/3558/59067/23240/57630/4883/5618/3575/4064/2150/4208/1437/3659/3578/80762/1794/9750/896/2534/2697/383/196/3569/7784/6469/4067/8767/5747/81704/3717/80380/3456/6461/301/944/25/4693/4478",105
"259","TES","GO:1902115","regulation of organelle assembly","77/4047","234/18986",0.329059829059829,1.54374349259449,4.3560147663263,2.33862137397666e-05,0.000572736500970423,0.000417539674695366,"2475/65018/57489/51100/51375/25782/126731/10806/5305/23232/118611/4076/10413/472/5962/9638/144165/56890/4848/8100/255967/3936/8814/23224/1778/9100/4591/4089/5802/2909/6382/9637/55704/51057/7840/51652/6714/4771/8897/3985/859/8850/4134/25978/2596/2932/3556/3064/57533/246175/27152/170690/112574/10769/153241/1437/10146/5601/51256/9750/26054/9474/989/2185/6101/6386/50807/5789/158297/51510/401548/22954/25/6792/4478/54521/4534",77
"260","TES","GO:0030705","cytoskeleton-dependent intracellular transport","70/4047","208/18986",0.336538461538462,1.57882857197164,4.36885971773173,2.36733465998194e-05,0.000577538605702517,0.000421040532846181,"23095/117178/54874/200162/22920/57584/3799/55088/9531/79659/9638/118426/636/55605/144165/7846/8499/8100/3091/23224/1778/4644/7014/3281/26115/6860/4645/5874/81/10128/55704/51057/3800/79809/1781/150737/92104/66008/4133/55686/164781/55054/26146/351/22906/79443/55764/4976/3064/7345/166379/27152/84709/4651/4131/8546/63915/84062/63971/667/9474/1780/8976/4747/23303/27067/55638/320/23287/23299",70
"261","TES","GO:0022898","regulation of transmembrane transporter activity","67/4047","197/18986",0.34010152284264,1.59554423342979,4.37327153073228,2.39688132196421e-05,0.000582506445410689,0.000424662216067303,"10768/845/5174/1520/9722/149111/1131/3688/288/3784/79026/10008/7225/6588/1813/2259/9472/4734/6347/81671/27092/406922/23327/81/805/785/27347/23704/51719/2280/57158/3460/9992/859/6769/9943/7871/7881/22871/54800/2257/3064/57620/5311/287/817/1909/8737/1906/57120/9465/7402/4988/2631/6717/10142/857/1080/1392/56704/2669/1612/5774/7114/1756/2273/2258",67
"262","TES","GO:0032330","regulation of chondrocyte differentiation","25/4047","53/18986",0.471698113207547,2.21291336233222,4.60223867006993,2.460955059482e-05,0.000595795341308943,0.000434350163772777,"55553/7704/6660/5744/652/4088/4094/8313/6662/4092/2202/80856/5915/1499/658/81792/8817/654/860/1490/2737/4017/6591/7227/8840",25
"263","TES","GO:0071496","cellular response to external stimulus","32/4047","75/18986",0.426666666666667,2.00165390000824,4.52378764354791,2.51594895100257e-05,0.000604494855917019,0.000440692334200729,"6513/1647/50848/5743/7100/5599/355/9531/8772/54407/8738/3480/6416/3690/3759/6662/63895/7040/3553/841/441027/4790/2247/5734/4214/3659/654/2729/358/1956/136319/51284",32
"264","TES","GO:1901184","regulation of ERBB signaling pathway","32/4047","75/18986",0.426666666666667,2.00165390000824,4.52378764354791,2.51594895100257e-05,0.000604494855917019,0.000440692334200729,"27246/356/5795/23705/867/10253/1012/406991/5771/406922/7040/634/23624/6868/6654/9655/57142/55704/8527/27131/868/3516/3672/2241/79628/222584/10551/5898/1956/3092/5782/5774",32
"265","TES","GO:0001823","mesonephros development","41/4047","105/18986",0.39047619047619,1.83187075670397,4.44886421004026,2.62981650691927e-05,0.000627102485089808,0.00045717387870583,"4070/7482/5087/55083/2625/847/7704/652/384/342184/4091/4088/9955/6928/6662/80000/4087/4092/4089/7040/6382/7849/5915/1499/6092/1739/9353/5311/255743/2247/10252/4086/170690/10409/2246/6492/168667/2737/6469/4609/2719",41
"266","TES","GO:0014897","striated muscle hypertrophy","41/4047","105/18986",0.39047619047619,1.83187075670397,4.44886421004026,2.62981650691927e-05,0.000627102485089808,0.00045717387870583,"9682/5999/55811/5592/22876/10539/8048/3479/2308/9472/4088/4205/4775/6416/406991/5578/6093/406922/2627/4089/9475/4211/27302/7074/5152/29995/859/5468/27086/5062/10611/5530/817/8654/8470/1906/3720/3066/136319/2146/7373",41
"267","TES","GO:0055006","cardiac cell development","38/4047","95/18986",0.4,1.87655053125772,4.45781894157674,2.72011390742429e-05,0.000646205337632669,0.000471100350692486,"2475/10269/5999/10529/5592/983/657/8048/144165/3479/9472/652/57538/4205/6416/406991/80206/4089/115701/6546/4211/27302/2274/182/1525/84700/9215/859/27086/5156/10611/10252/8470/6444/1906/9474/3624/7373",38
"268","TES","GO:0010594","regulation of endothelial cell migration","77/4047","235/18986",0.327659574468085,1.53717437134941,4.31268896711017,2.76127204833259e-05,0.000653535395618418,0.000476444151937355,"1647/1942/5743/406988/10000/2625/8829/79812/5547/2113/3146/90627/406948/5587/3091/57381/161742/7057/5607/3690/406991/54828/5578/147372/7040/634/6868/9475/388/27302/4780/8828/100423036/6672/54453/5155/5468/6997/7474/56999/27086/5291/9353/3791/10563/306/1950/2247/2549/55294/7424/9037/10769/4208/2246/6678/8817/1906/407029/23328/5879/9734/168667/4233/5764/6781/2185/284/5747/407035/7010/406987/301/9314/25/7114/154796",77
"269","TES","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","126/4047","425/18986",0.296470588235294,1.39085509963808,4.24151201620305,2.78426998871324e-05,0.000656528793249372,0.000478626415981893,"3725/4774/3491/4853/406988/7042/51742/64388/22943/7321/80312/657/5654/27122/6653/406911/11171/11197/23592/50515/26524/23111/10253/84312/652/2530/64398/4053/161742/7057/2200/4091/4088/4756/9688/1003/1001/51701/6774/50964/406991/64750/753/2627/4087/4092/4089/7040/6868/4052/51232/6711/200734/27302/9839/92/90/3694/4036/2660/2280/6714/56937/2033/859/5468/7048/6997/7474/54756/11167/3693/25937/79674/3516/65997/3791/658/255743/10252/4086/56884/83891/1601/10468/285704/9315/2201/654/2651/3096/222663/860/7021/653/407029/135228/6885/3066/5796/10370/3696/168667/3624/9863/8321/1278/57154/858/857/574443/28996/11030/80139/8754/6386/23213/2131/5747/1761/3717/406987/25/8239/4693/2719",126
"270","TES","GO:0010717","regulation of epithelial to mesenchymal transition","47/4047","126/18986",0.373015873015873,1.74995783668875,4.39604789384553,2.85292583786909e-05,0.000670226244059395,0.000488612210750835,"2475/23028/1942/7042/2625/5728/6934/10253/652/161742/4088/406991/8313/753/4087/4092/4089/7040/200734/3553/23332/90/2043/182/7074/7048/1499/54756/2042/90102/2932/25937/10252/1601/2651/653/3066/9444/7291/3569/2146/4017/80139/6386/5747/406987/407007",47
"271","TES","GO:0060602","branch elongation of an epithelium","13/4047","20/18986",0.65,3.0493946132938,4.77269689897204,3.09136177833496e-05,0.000723561171954932,0.000527494748192872,"10413/10253/652/6928/6662/7040/7474/374/10252/2246/2099/6469/3371",13
"272","TES","GO:0060348","bone development","72/4047","217/18986",0.331797235023041,1.55658569413083,4.29192850213513,3.11511261145597e-05,0.000726439679943574,0.000529593254726241,"9249/4146/10269/80263/4853/4921/5788/9060/3988/25987/4322/7704/7289/3479/8600/652/2200/302/11214/79705/22856/8313/5608/6662/7040/2355/51141/3694/4664/6714/7052/55959/9215/5915/7048/4057/27086/56987/7468/2121/3791/658/5308/4086/55294/56034/81792/202151/5734/4208/8817/285590/654/860/51715/2697/10370/7291/2737/10234/79648/55790/6781/23213/2131/8840/54796/7010/10507/4969/5251/5358",72
"273","TES","GO:0051223","regulation of protein transport","131/4047","446/18986",0.29372197309417,1.37796031162983,4.20406964665522,3.16533527756921e-05,0.000735447680059396,0.00053616031904228,"79971/127933/89866/5743/5784/7042/1131/163882/55691/983/90550/2746/6934/9531/406/79899/55107/4544/23086/1813/6653/9971/3479/64328/2308/3936/8660/5587/382/652/3091/4947/4088/4756/2775/999/4843/399687/5578/8736/6860/7040/7447/5581/7514/3552/3553/406915/2641/11069/4760/8609/26154/2181/3667/6672/23236/6616/6714/11142/5770/351/7074/2033/5905/3708/5468/2932/27032/27230/3592/6514/952/80157/9575/2044/5530/23657/27236/7097/7424/23379/64083/114899/5295/9607/2151/2149/2150/8622/5122/1946/80762/79628/654/84830/6659/23607/7021/51715/55754/1268/51465/7957/4988/5071/3569/406940/2737/1956/948/6717/29969/1080/6469/640/51201/8754/1392/5569/284/55638/169026/312/114/5991/3717/10497/26130/2182/10178",131
"274","TES","GO:0031016","pancreas development","33/4047","79/18986",0.417721518987342,1.9596888459337,4.44880960848803,3.19551799594286e-05,0.000735669877033149,0.000536322306364517,"79971/387597/2494/6934/406/652/4212/8854/6928/6662/2627/1000/4087/388558/4760/3642/1499/7474/2932/51714/9575/5122/654/6659/653/3569/1021/4233/168850/6009/6469/5991/7547",33
"275","TES","GO:0030326","embryonic limb morphogenesis","46/4047","123/18986",0.373983739837398,1.75449846418405,4.36934837162999,3.20108601704476e-05,0.000735669877033149,0.000536322306364517,"4853/5087/5396/7042/22943/657/26005/79659/7704/7289/144165/50515/341640/652/8854/23322/4089/51057/3899/51776/100131390/80856/5915/1499/7474/55764/4154/8626/27152/25836/2201/860/3066/221322/2697/2768/7291/2737/6469/64327/55636/79977/8323/340419/8434/2719",46
"276","TES","GO:0035113","embryonic appendage morphogenesis","46/4047","123/18986",0.373983739837398,1.75449846418405,4.36934837162999,3.20108601704476e-05,0.000735669877033149,0.000536322306364517,"4853/5087/5396/7042/22943/657/26005/79659/7704/7289/144165/50515/341640/652/8854/23322/4089/51057/3899/51776/100131390/80856/5915/1499/7474/55764/4154/8626/27152/25836/2201/860/3066/221322/2697/2768/7291/2737/6469/64327/55636/79977/8323/340419/8434/2719",46
"277","TES","GO:0060996","dendritic spine development","39/4047","99/18986",0.393939393939394,1.84811794745079,4.40355576107429,3.23720675231647e-05,0.00074072507732221,0.000540007677701315,"653464/1942/26052/22891/9231/5728/22849/4076/8499/382/26037/7337/26115/5802/8440/10152/2043/55619/25791/23613/7074/170506/22871/2049/5062/10611/3558/1501/4208/84062/3066/221935/8976/27067/50807/5789/6792/4693/5063",39
"278","TES","GO:0034405","response to fluid shear stress","19/4047","36/18986",0.527777777777778,2.47600417318727,4.61365767931261,3.24643814434139e-05,0.00074072507732221,0.000540007677701315,"5743/4091/5607/4313/1636/4092/7040/9655/4780/6714/5311/4208/1437/10370/2185/8754/9788/19/9314",19
"279","TES","GO:0006029","proteoglycan metabolic process","36/4047","89/18986",0.404494382022472,1.89763536868758,4.41783678928661,3.29759893522888e-05,0.000749701435346121,0.0005465516741166,"2135/1301/9917/9469/6934/51363/3479/50515/113189/22856/2300/9955/92126/9394/55959/1499/9957/7358/10855/658/81792/3074/337876/3340/222537/29940/10090/55501/2990/55790/23213/2131/11046/56548/90161/3423",36
"280","TES","GO:1902905","positive regulation of supramolecular fiber organization","61/4047","177/18986",0.344632768361582,1.61680201139436,4.29102159866994,3.48060792140861e-05,0.000788482001624816,0.000574823706719851,"2475/55160/6281/8829/23075/9873/5058/89795/6249/10810/122060/5587/1073/382/51466/342184/9101/7168/4088/246/9475/10602/5581/55704/27302/6869/8440/23332/10787/10152/351/4771/859/2876/4690/5217/1739/22998/57606/57482/171024/9037/4131/2150/2241/11346/1906/55604/1490/51429/5879/10142/55971/4233/673/2185/11075/9788/25/154796/10178",61
"281","TES","GO:0002066","columnar/cuboidal epithelial cell development","25/4047","54/18986",0.462962962962963,2.17193348525199,4.48861890934843,3.65940857098615e-05,0.000826036603763885,0.000602201979859231,"406/10413/688/652/3091/388364/1000/7040/389015/3642/6714/5915/7474/2932/9575/654/25803/653/639/6098/2697/56913/1021/6009/5991",25
"282","TES","GO:0030178","negative regulation of Wnt signaling pathway","62/4047","181/18986",0.342541436464088,1.60699078643617,4.2706684516378,3.71394059214474e-05,0.00083537323319057,0.000609008623415149,"10076/22943/80114/6934/27122/25987/5800/144165/11197/26524/122011/2308/51339/7090/51741/64359/51701/50964/8313/6662/1000/4089/115701/129293/2487/3485/351/84133/83999/9686/27303/1499/8994/7474/2932/5523/25937/27123/23240/1601/324/4163/1452/10146/11063/100113407/7162/2309/5071/2737/23072/2887/8321/857/6469/6591/6788/8323/4300/7091/7088/2719",62
"283","TES","GO:0030832","regulation of actin filament length","55/4047","156/18986",0.352564102564103,1.65401088492267,4.26906979326591,4.0514010750103e-05,0.000908057845186936,0.000661997579413064,"2475/163782/10092/6840/6387/120/23075/9873/5962/2059/93661/1073/382/51466/342184/29767/29766/23406/246/85464/2909/375189/10602/130271/5581/6711/8440/140469/10787/8195/57580/4690/5217/5290/1739/118/9353/57482/9037/2150/5921/2241/26999/55604/93663/51429/55971/136319/2185/10565/51571/23189/7114/5063/10178",55
"284","TES","GO:0048659","smooth muscle cell proliferation","61/4047","178/18986",0.342696629213483,1.60771885402698,4.23987001818286,4.20731970009701e-05,0.000939684114708286,0.000685053945238182,"5724/3725/1901/4921/5743/5592/657/5728/6934/7702/80310/3606/3479/406948/652/4331/7057/7168/3480/4313/1012/3690/406991/2081/10672/406922/7040/6869/5136/10203/6772/6714/9510/5155/5468/1499/27086/3592/5290/10891/2247/5295/4208/1839/1906/6885/2697/4217/6648/2768/3569/3486/1956/7434/5591/10221/8840/3717/4969/9314/407007",61
"285","TES","GO:0031099","regeneration","68/4047","204/18986",0.333333333333333,1.56379210938143,4.21380368183985,4.32518157851548e-05,0.000959176909018797,0.000699264694826386,"10076/9860/5738/607/5396/11221/219770/6387/983/22876/10413/4837/3479/3936/688/4756/3480/4313/124872/6426/1636/5802/7040/23175/87178/51542/2660/8324/2066/2043/55959/861/83999/9215/2876/2596/3836/7104/9076/7006/84525/306/6696/5530/4131/9315/1495/346007/2697/3569/1956/5782/3475/136319/5764/673/2146/4747/10404/4147/3717/4781/158376/301/9314/5774/3371/407007",68
"286","TES","GO:1903829","positive regulation of protein localization","143/4047","497/18986",0.287726358148893,1.34983262560289,4.11332411837372,4.33197093194056e-05,0.000959176909018797,0.000699264694826386,"65018/2035/3716/54741/79971/51100/9860/5174/55811/89866/5743/7042/1131/163882/55691/3799/3688/5599/288/983/90550/2746/10580/6934/22841/9531/79899/55107/10413/23086/5962/6653/636/9971/3479/64328/8660/5587/382/652/3958/5583/3091/7443/4947/4088/58489/57214/999/399687/9520/5578/8736/23255/7040/10055/9475/7447/5581/9378/6711/57142/55704/3552/3553/785/2641/129446/11069/2066/26154/2181/5621/23236/6616/6714/351/4771/3985/2033/3708/5468/23171/6769/7474/2042/2932/27032/51421/5357/25937/27230/51068/5584/6514/5290/1739/952/1950/55294/7097/7424/23379/64083/114899/5295/2151/2150/5122/324/153241/22885/654/4739/1906/6659/23607/55166/55754/2534/2037/5071/10551/2737/1956/2770/6717/1080/6469/640/51201/8754/1392/55638/169026/312/114/3717/10497/10075/4478/2182/10178",143
"287","TES","GO:0048511","rhythmic process","93/4047","299/18986",0.311036789297659,1.45919063049304,4.16552704621114,4.33996173558876e-05,0.000959176909018797,0.000699264694826386,"2475/6121/4808/51514/7042/23596/5599/5592/983/8879/5728/3363/153/406/4544/1813/56938/55068/23077/7337/11245/49855/3480/4313/463/10743/4843/3131/5608/23239/9475/8648/5500/3973/2673/4862/90134/6335/2660/1385/6714/7150/8204/9510/1859/2033/8553/10533/5468/8850/9975/6092/2932/22871/8087/9353/10891/2560/5156/9575/5602/658/55294/9607/64839/1437/5601/114781/221391/1081/2309/3066/2099/196/7291/3624/107/1956/7784/10135/5764/2146/55124/5591/4986/1392/10499/7071/2776/4915/8239/10075/10495",93
"288","TES","GO:1903729","regulation of plasma membrane organization","12/4047","18/18986",0.666666666666667,3.12758421876287,4.70027622983621,4.36896104739999e-05,0.000960889254111315,0.000700513038544107,"51100/6281/356/840/79026/302/79400/5205/4627/7518/8976/50807",12
"289","TES","GO:1901379","regulation of potassium ion transmembrane transport","36/4047","90/18986",0.4,1.87655053125772,4.33834825207816,4.37800716440438e-05,0.000960889254111315,0.000700513038544107,"845/9722/5999/6000/3688/288/3784/10008/196527/9472/4734/406991/3759/406922/23327/3790/27347/23704/51719/5621/3787/9992/859/9943/7881/54800/1739/80333/287/30820/9465/10142/857/3757/4986/2273",36
"290","TES","GO:0061318","renal filtration cell differentiation","14/4047","23/18986",0.608695652173913,2.85562037365306,4.63458302871757,4.42983372427668e-05,0.000962275181955034,0.000701523415672223,"4853/5800/1910/4643/8826/182/8842/1909/10409/1906/23607/9863/5420/2131",14
"291","TES","GO:0072112","podocyte differentiation","14/4047","23/18986",0.608695652173913,2.85562037365306,4.63458302871757,4.42983372427668e-05,0.000962275181955034,0.000701523415672223,"4853/5800/1910/4643/8826/182/8842/1909/10409/1906/23607/9863/5420/2131",14
"292","TES","GO:2000114","regulation of establishment of cell polarity","14/4047","23/18986",0.608695652173913,2.85562037365306,4.63458302871757,4.42983372427668e-05,0.000962275181955034,0.000701523415672223,"27/2625/57698/5908/1003/6093/9475/51057/9750/10565/51571/81704/23189/25",14
"293","TES","GO:0031214","biomineral tissue development","62/4047","182/18986",0.340659340659341,1.59816116673048,4.22026698846826,4.47529026751217e-05,0.00096883160978941,0.000706303220592096,"9923/4146/10269/79971/3491/1901/7286/4921/5743/657/9562/9313/4322/5744/144165/196527/490/3479/9365/652/3091/123041/256764/4088/246/8313/6662/6093/7040/9475/2355/6546/92/90/3694/7123/4057/5745/1834/56955/6696/658/4208/84059/2201/154/654/860/55603/2697/5167/7291/1278/1080/5764/2185/6575/7071/340419/2824/5251/2719",62
"294","TES","GO:0007265","Ras protein signal transduction","45/4047","121/18986",0.371900826446281,1.74472673360739,4.27732611951194,4.54771778027468e-05,0.000981162376880349,0.000715292667695906,"2782/1718/1435/4803/4853/55103/23179/7042/3707/221002/51196/8036/57698/22800/8301/3845/4254/3479/10253/22821/9101/8844/220164/25780/6654/10617/11069/6714/55816/22808/5337/2247/10252/9693/10769/51735/81848/10146/5898/5516/6386/79109/9649/2889/10251",45
"295","TES","GO:0008064","regulation of actin polymerization or depolymerization","54/4047","153/18986",0.352941176470588,1.65577988052152,4.23891970200121,4.58153254845475e-05,0.000981779086312449,0.000715742264771043,"2475/163782/10092/6840/6387/120/23075/9873/5962/2059/93661/1073/382/51466/342184/29767/29766/23406/246/85464/2909/375189/10602/130271/5581/6711/8440/10787/8195/57580/4690/5217/5290/1739/118/9353/57482/9037/2150/5921/2241/26999/55604/93663/51429/55971/136319/2185/10565/51571/23189/7114/5063/10178",54
"296","TES","GO:0106106","cold-induced thermogenesis","54/4047","153/18986",0.352941176470588,1.65577988052152,4.23891970200121,4.58153254845475e-05,0.000981779086312449,0.000715742264771043,"23028/4898/115209/5565/2104/6319/83401/153/406/6588/3606/79602/1734/1778/7090/3480/58488/5608/9658/6868/23175/2034/94097/7840/7852/5746/79054/11096/23228/9807/10644/10891/3516/8929/79071/56034/4883/5618/57561/4012/324/154/3910/2697/9444/2887/948/857/6009/64641/2171/1666/3717/216",54
"297","TES","GO:1903039","positive regulation of leukocyte cell-cell adhesion","89/4047","284/18986",0.313380281690141,1.47018483522832,4.15522840197984,4.61700265803968e-05,0.000986048749493121,0.000718854959304211,"2475/8289/5724/7412/79679/6375/6401/7292/27/5788/3142/11221/3707/57829/2625/960/7189/8772/3606/7704/6484/2113/160365/22914/4254/3479/6541/3146/8600/1948/29117/865/10725/6347/8631/406991/970/7040/9655/8440/3552/3553/1803/940/29851/3485/6714/5105/861/2033/7048/55193/64332/11148/4690/9435/3592/5290/86/604/4976/399/5530/3558/59067/3575/8546/81545/9308/6659/2309/2534/57492/3569/2737/7784/857/6469/4067/8767/51571/81704/6595/3717/80380/6461/301/2650/25",89
"298","TES","GO:0046661","male sex differentiation","60/4047","175/18986",0.342857142857143,1.60847188393519,4.20886249305787,4.76642731588804e-05,0.00101454525049255,0.00073962964318955,"1718/7482/7812/4808/11085/259266/7042/51742/8644/2625/84159/8879/657/2674/81930/867/4254/22862/49855/83990/1636/6662/80000/2627/4089/6382/8648/3973/3552/92/4036/598/7022/1499/7474/8743/5156/132625/10184/22836/2241/3295/1495/654/23607/653/2697/10370/2099/3624/6469/2515/23414/23639/1761/10549/190/367/56159/10046",60
