## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/TES-1_with_rg.bam] OUTPUT=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/TES-1_dedup.bam METRICS_FILE=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/TES-1_dedup_metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Aug 29 17:09:26 CEST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	0	33462958	0	54715474	0	17070881	905918	0.510143	20671183

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.011193	9038523	0	9492181
2.0	1.211543	3755908	709146	3521499
3.0	1.251239	1736892	71875	1613099
4.0	1.259104	846322	11495	795091
5.0	1.260662	426880	2426	405328
6.0	1.260971	222023	686	212172
7.0	1.261032	119951	279	115144
8.0	1.261044	68203	141	65596
9.0	1.261047	41268	75	39742
10.0	1.261047	26620	46	25674
11.0	1.261047	18296	33	17758
12.0	1.261047	13118	20	12713
13.0	1.261047	10061	20	9762
14.0	1.261047	8012	12	7802
15.0	1.261047	6497	9	6378
16.0	1.261047	5322	2	5222
17.0	1.261047	4395	7	4244
18.0	1.261047	3832	5	3734
19.0	1.261047	3242	6	3076
20.0	1.261047	2689	1	2659
21.0	1.261047	2511	1	2443
22.0	1.261047	2161	0	2067
23.0	1.261047	1901	1	1896
24.0	1.261047	1622	2	1619
25.0	1.261047	1522	1	1465
26.0	1.261047	1381	0	1337
27.0	1.261047	1261	0	1224
28.0	1.261047	1140	2	1113
29.0	1.261047	1039	2	1044
30.0	1.261047	892	0	895
31.0	1.261047	913	0	823
32.0	1.261047	817	1	776
33.0	1.261047	706	0	718
34.0	1.261047	656	0	622
35.0	1.261047	646	0	665
36.0	1.261047	589	0	553
37.0	1.261047	542	0	524
38.0	1.261047	498	0	510
39.0	1.261047	476	0	477
40.0	1.261047	495	0	446
41.0	1.261047	418	0	434
42.0	1.261047	416	0	409
43.0	1.261047	410	0	385
44.0	1.261047	371	0	354
45.0	1.261047	325	0	329
46.0	1.261047	313	0	304
47.0	1.261047	314	0	296
48.0	1.261047	276	0	286
49.0	1.261047	265	0	258
50.0	1.261047	261	1	250
51.0	1.261047	237	0	250
52.0	1.261047	247	0	195
53.0	1.261047	228	0	242
54.0	1.261047	226	0	235
55.0	1.261047	208	0	204
56.0	1.261047	226	0	213
57.0	1.261047	212	0	205
58.0	1.261047	192	0	188
59.0	1.261047	186	0	179
60.0	1.261047	172	0	165
61.0	1.261047	155	0	153
62.0	1.261047	163	0	158
63.0	1.261047	164	0	162
64.0	1.261047	160	0	158
65.0	1.261047	131	0	131
66.0	1.261047	144	0	145
67.0	1.261047	151	0	125
68.0	1.261047	122	0	117
69.0	1.261047	115	0	120
70.0	1.261047	128	0	132
71.0	1.261047	110	0	100
72.0	1.261047	119	0	136
73.0	1.261047	125	0	118
74.0	1.261047	104	0	106
75.0	1.261047	99	0	93
76.0	1.261047	96	0	104
77.0	1.261047	112	0	94
78.0	1.261047	101	0	105
79.0	1.261047	88	0	71
80.0	1.261047	99	0	92
81.0	1.261047	92	0	90
