## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/IggMs_with_rg.bam] OUTPUT=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/IggMs_dedup.bam METRICS_FILE=/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/04_filtered/IggMs_dedup_metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_DUP_STRATEGY=FLOW_QUALITY_SUM_STRATEGY FLOW_USE_END_IN_UNPAIRED_READS=false FLOW_USE_UNPAIRED_CLIPPED_END=false FLOW_UNPAIRED_END_UNCERTAINTY=0 FLOW_UNPAIRED_START_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Aug 29 17:09:43 CEST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	0	12054854	0	118492754	0	9390594	214430	0.778989	2697747

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.00096	810803	0	855763
2.0	1.012436	478174	152731	467291
3.0	1.012567	344559	19112	334532
4.0	1.012569	260284	3869	253976
5.0	1.012569	199054	1188	195133
6.0	1.012569	150880	467	147885
7.0	1.012569	112038	232	109630
8.0	1.012569	81117	128	79368
9.0	1.012569	56542	77	55008
10.0	1.012569	38880	46	37613
11.0	1.012569	26226	42	25416
12.0	1.012569	18051	23	17347
13.0	1.012569	12485	16	11972
14.0	1.012569	8714	8	8391
15.0	1.012569	6540	5	6311
16.0	1.012569	5078	3	4921
17.0	1.012569	4176	4	4038
18.0	1.012569	3312	2	3262
19.0	1.012569	2959	5	2875
20.0	1.012569	2600	2	2520
21.0	1.012569	2219	0	2176
22.0	1.012569	2102	0	2079
23.0	1.012569	1827	0	1768
24.0	1.012569	1630	1	1606
25.0	1.012569	1516	0	1462
26.0	1.012569	1462	1	1416
27.0	1.012569	1271	0	1227
28.0	1.012569	1226	0	1250
29.0	1.012569	1162	0	1119
30.0	1.012569	1019	0	1028
31.0	1.012569	1006	1	953
32.0	1.012569	908	1	870
33.0	1.012569	812	0	803
34.0	1.012569	784	0	777
35.0	1.012569	721	0	722
36.0	1.012569	716	0	716
37.0	1.012569	733	0	716
38.0	1.012569	658	0	630
39.0	1.012569	593	0	588
40.0	1.012569	609	0	619
41.0	1.012569	553	0	520
42.0	1.012569	508	0	529
43.0	1.012569	524	0	489
44.0	1.012569	493	0	497
45.0	1.012569	427	1	404
46.0	1.012569	400	0	373
47.0	1.012569	393	0	416
48.0	1.012569	431	0	405
49.0	1.012569	332	0	351
50.0	1.012569	355	0	342
51.0	1.012569	412	0	382
52.0	1.012569	305	0	320
53.0	1.012569	349	0	331
54.0	1.012569	335	0	311
55.0	1.012569	272	0	285
56.0	1.012569	301	0	307
57.0	1.012569	269	0	281
58.0	1.012569	292	0	261
59.0	1.012569	253	0	275
60.0	1.012569	242	0	220
61.0	1.012569	259	0	252
62.0	1.012569	235	0	219
63.0	1.012569	218	0	212
64.0	1.012569	180	0	195
65.0	1.012569	208	0	208
66.0	1.012569	203	0	189
67.0	1.012569	198	0	195
68.0	1.012569	187	0	185
69.0	1.012569	171	0	169
70.0	1.012569	182	0	176
71.0	1.012569	156	0	169
72.0	1.012569	167	0	166
73.0	1.012569	166	0	183
74.0	1.012569	179	0	148
75.0	1.012569	163	0	166
76.0	1.012569	152	0	134
77.0	1.012569	141	0	145
78.0	1.012569	146	0	150
79.0	1.012569	138	0	129
80.0	1.012569	146	0	146
81.0	1.012569	134	0	134
82.0	1.012569	126	0	131
