"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044772","mitotic cell cycle phase transition","120/4184","467/18986",0.256959314775161,1.1660204470175,1.931310902078,0.0320294887521582,0.142121022722734,0.109923549209623,"ARID1A/RCC1/NFIA/ENSA/DDR2/PBX1/TPR/CDC73/DTL/RHOU/ITGB1/CUL2/CCNY/CACUL1/BUB3/WEE1/CCND1/RDX/EPS8/BCAT1/SMARCC2/CTDSP2/CRADD/CHFR/LATS2/RB1/MYO16/CDKN3/DACT1/MNAT1/KCNH5/RAD51B/DPF3/TMOD3/TICRR/KDM8/RPL26/TAOK1/CRLF3/CCL2/SLFN11/CDC27/TEX14/NDC80/PSMG2/RBBP8/BCL2/BRD4/DPF1/ERCC2/NOP53/MTA3/CALM2/ETAA1/CLASP1/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/HECW2/BARD1/PLCB1/APP/ADAMTS1/PRMT2/GTSE1/CLASP2/CTDSPL/SMARCC1/PBRM1/FAM107A/NEK11/ACTL6A/TACC3/PHOX2B/CCNI/ABRAXAS1/PKD2/PPP3CA/JADE1/PLK2/CCNH/CDC23/CCNJL/ID4/E2F3/CCND3/TPD52L1/ZC3H12D/ARID1B/MAD1L1/INHBA/EGFR/DBF4/CDK14/CDK6/ZNF655/EZH2/PRKDC/NBN/RRM2B/MTBP/NSMCE2/MYC/SMARCA2/NFIB/MELK/PABIR1/SMC5/ANXA1/CKS2/KLF4/CDK5RAP2/NEK6/MBTPS2/MIR222/UBE2A/TFDP3/FHL1",120
"GO:0000082","G1/S transition of mitotic cell cycle","67/4184","256/18986",0.26171875,1.18761763563576,1.60681431199712,0.0649679433262569,0.223865016704045,0.173148466768272,"ARID1A/RCC1/DDR2/CDC73/RHOU/ITGB1/CUL2/CACUL1/WEE1/CCND1/RDX/BCAT1/SMARCC2/CTDSP2/CRADD/LATS2/RB1/MYO16/CDKN3/DACT1/MNAT1/DPF3/RPL26/CRLF3/CCL2/SLFN11/RBBP8/BCL2/DPF1/CACNB4/ACVR1/PLCB1/ADAMTS1/PRMT2/GTSE1/CTDSPL/SMARCC1/PBRM1/FAM107A/ACTL6A/CCNI/PKD2/PPP3CA/JADE1/PLK2/CCNH/CCNJL/ID4/E2F3/CCND3/ZC3H12D/ARID1B/INHBA/EGFR/DBF4/CDK6/ZNF655/EZH2/PRKDC/MTBP/MYC/SMARCA2/ANXA1/KLF4/MIR222/TFDP3/FHL1",67
"GO:0000086","G2/M transition of mitotic cell cycle","34/4184","141/18986",0.24113475177305,1.09421233201795,0.59698054493964,0.305389063571475,0.554081793102564,0.428554735136471,"ENSA/PBX1/DTL/CCNY/WEE1/CCND1/CHFR/KCNH5/RAD51B/TICRR/KDM8/TAOK1/RBBP8/BRD4/NOP53/MTA3/CALM2/ETAA1/NABP1/BARD1/PLCB1/APP/PHOX2B/ABRAXAS1/TPD52L1/CDK14/CDK6/NBN/RRM2B/MELK/PABIR1/MBTPS2/UBE2A/FHL1",34
"GO:0045786","negative regulation of cell cycle","90/4184","419/18986",0.214797136038186,0.974698476295651,-0.278434955874496,0.628742007123198,0.839414344826674,0.649245285975966,"ZBTB17/TPR/CDC73/DTL/ANGEL2/ERCC6/HHEX/BUB3/STK33/IPO7/WEE1/RAD9A/CCND1/ETS1/CTDSP2/CRADD/CRY1/CHFR/LATS2/RB1/IPO5/MYO16/BMP4/DACT1/EIF2AK4/TICRR/RPL26/TOM1L2/TAOK1/CRLF3/CCL2/SLFN11/TEX14/TRIM37/BRIP1/NDC80/PSMG2/RBBP8/BCL2/DOT1L/BRD4/NOP53/RHOB/ETAA1/HTRA2/CACNB4/ACVR1/SPC25/MAP3K20/NABP1/BARD1/PRMT2/GTSE1/CTDSPL/CTNNB1/FAM107A/NEK11/TSC22D2/BCL6/APBB2/ABRAXAS1/PKD2/JADE1/PLK2/PTPRK/EPM2A/ZC3H12D/RPS6KA2/KIF25/MAD1L1/INHBA/EGFR/CDK6/ZNF655/EZH2/PRKDC/LYN/NBN/MTBP/DMRT1/PABIR1/KLF4/PTPN3/CDK5RAP2/DAB2IP/ABL1/TMSB4X/MBTPS2/TFDP3/FHL1",90
"GO:0045787","positive regulation of cell cycle","75/4184","365/18986",0.205479452054795,0.9324170355431,-0.693143426063122,0.773969688733741,0.926817864569961,0.716847565494734,"DDR2/PBX1/TPR/CDC73/DTL/TGFB2/SVIL/CCNY/SLF2/MRGPRX2/LRP5/CCND1/RDX/DRD2/LRP6/IGF1/TBX3/CIT/RB1/MNAT1/RAD51B/DYNC1H1/TMOD3/IGF1R/SH2B1/PAFAH1B1/NDC80/INSR/BRD4/ROCK2/MAPRE3/MTA3/PRKCE/TGFA/BCL2L11/IL1A/PKP4/MAP3K20/CD28/PLCB1/APP/ADAMTS1/PDGFB/RAD18/WNT5A/TP63/HES1/PHOX2B/BTC/EGF/PLK4/CDC23/EDN1/PIM1/CCND3/MAP3K7/CITED2/MAD1L1/EGFR/DBF4/SRPK2/STRA8/EZH2/PIWIL2/RRM2B/MTBP/NSMCE2/DMRT1/SHB/SMC5/ANXA1/TRIM32/ABL1/DYNLT3/MIR222",75
"GO:0006270","DNA replication initiation","4/4184","38/18986",0.105263157894737,0.477659253295763,-1.71358224866722,0.979950667030874,1,0.773450310895062,"TICRR/PRIM2/NBN/POLA1",4
"GO:0016049","cell growth","163/4184","490/18986",0.33265306122449,1.50950072189488,6.07498030163286,4.58668076965337e-09,6.90513869202816e-07,5.3407816681227e-07,"PRKCZ/ENO1/CLSTN1/MACF1/MFSD2A/LPAR3/ST7L/ADAM15/ARHGEF11/RGS4/ADCY10/CDC73/TGFB2/AGT/ITGB1/NRP1/CXCL12/PRKG1/VCL/NRG3/LGI1/TEAD1/BDNF/WT1/PRDM11/PTPRJ/YAP1/CRYAB/SOCS2/IGF1/MYL2/DCLK1/POSTN/RB1/SLITRK1/ING1/AKAP6/EIF2AK4/SEMA6D/SMAD3/SEMA7A/MINAR1/ST20/ST8SIA2/CDH1/WFDC1/CRK/PAFAH1B1/NTN1/ULK2/CRLF3/WNT3/SPAG9/SYT4/SMAD7/SMAD4/MEX3C/NEDD4L/BCL2/STK11/CEACAM1/PUM2/ITSN2/RTN4/BMP10/EPB41L5/CXCR4/NRP2/MAP2/IGFBP5/SERPINE2/SH3BP4/SLC23A2/FLRT3/CDH4/APP/N6AMT1/TIAM1/DSCAM/S100B/PRMT2/VGLL4/TGFBR2/CLASP2/GOLGA4/CTNNB1/WNT5A/FAM107A/FOXP1/DCBLD2/TOMM70/ALCAM/GSK3B/ZNF639/MAP3K13/BCL6/SLIT2/IGFBP7/SPP1/CAMK2D/EXOSC9/IL2/JADE1/CDKN2AIP/SORBS2/SEMA5A/DAB2/MAP1B/EFNA5/FSTL4/SPOCK1/HBEGF/CYFIP2/SLIT3/NRN1/EDN1/DDR1/PI16/CD2AP/RIMS1/ROS1/GJA1/SGK1/EPM2A/ZC3H12D/PRKN/CEP43/INHBA/IGFBP1/IGFBP3/EGFR/AUTS2/SEMA3A/SMURF1/MUC12/NRCAM/IFRD1/PLXNA4/MTPN/PTK2B/NRG1/OSGIN2/EXT1/COL14A1/SMARCA2/SH3GL2/PABIR1/SEMA4D/FBP1/NCBP1/TGFBR1/TNC/TRIM32/LHX2/MAPKAP1/EXOSC2/ABL1/RPS6KA3/USP9X/JADE3/AGTR2/FHL1/FGF13",163
"GO:0048638","regulation of developmental growth","113/4184","325/18986",0.347692307692308,1.57774525665539,5.58536489847092,8.03745513610608e-08,7.47365129788216e-06,5.78049791986824e-06,"MACF1/MFSD2A/LPAR3/CSF1/RGS4/ADCY10/KCNK2/HLX/DUSP10/NRP1/CXCL12/SGPL1/BMPR1A/TLL2/ADRB1/BDNF/WT1/YAP1/DRD2/DUSP6/SOCS2/IGF1/LATS2/ATP8A2/AKAP6/SEMA6D/SEMA7A/FTO/CDH1/PAFAH1B1/NTN1/RAI1/ULK2/HNF1B/STAT3/WNT3/SPAG9/GATA6/SYT4/SMAD7/NEDD4L/BCL2/INSR/PUM2/ITSN2/FOSL2/RTN4/BMP10/HTRA2/BCL2L11/CXCR4/CREB1/MAP2/SLC23A2/PLCB1/CDH4/APP/RUNX1/DSCAM/VGLL4/CLASP2/GOLGA4/WNT5A/FOXP1/TOMM70/GSK3B/SERP1/MAP3K13/FGFR3/RBPJ/HOPX/SPP1/FGF2/WWC2/SEMA5A/NIPBL/MAP1B/MEF2C/EFNA5/FSTL4/ADRB2/WWC1/EDN1/JARID2/PI16/PIM1/RIMS1/POU3F2/CITED2/PRKN/ZP3/SEMA3A/SMURF1/NRCAM/IFRD1/PLXNA4/NRG1/CHD7/STK3/ZFPM2/COL14A1/SPAAR/MIR204/SEMA4D/PTCH1/TGFBR1/GPR21/ABL1/WWC3/ARX/MIR222/AR/FGF13",113
"GO:0060560","developmental growth involved in morphogenesis","88/4184","238/18986",0.369747899159664,1.67782830149268,5.59463351783895,9.91149350995658e-08,9.08266282079065e-06,7.02498838249554e-06,"PRKCZ/MACF1/LPAR3/CSF1/ADCY10/KIF26B/ITGB1/NRP1/CXCL12/PRKG1/VCL/BDNF/YAP1/DCLK1/POSTN/SLITRK1/BMP4/FMN1/EIF2AK4/SEMA6D/SEMA7A/ST8SIA2/CDH1/PAFAH1B1/NTN1/ULK2/HNF1B/WNT3/SPAG9/SYT4/NEDD4L/STK11/PUM2/ITSN2/RTN4/EPB41L5/CXCR4/NRP2/MAP2/SLC23A2/FLRT3/CDH4/APP/TIAM1/DSCAM/S100B/TGFBR2/CLASP2/GOLGA4/CTNNB1/WNT5A/ALCAM/GSK3B/PPP2R3A/MAP3K13/SLIT2/AREG/SPP1/SPRY1/SEMA5A/MAP1B/EFNA5/FSTL4/FGF1/CYFIP2/SLIT3/NRN1/EDN1/DDR1/CD2AP/RIMS1/ESR1/PRKN/AUTS2/SEMA3A/SMURF1/NRCAM/IFRD1/PLXNA4/SHH/EXT1/SH3GL2/SEMA4D/TNC/LHX2/ABL1/USP9X/FGF13",88
"GO:0001558","regulation of cell growth","134/4184","408/18986",0.32843137254902,1.49034369962134,5.32319211798928,2.43127545253449e-07,1.89789564029328e-05,1.46792797303122e-05,"ENO1/CLSTN1/MACF1/MFSD2A/LPAR3/ST7L/ADAM15/ARHGEF11/RGS4/ADCY10/CDC73/TGFB2/AGT/NRP1/CXCL12/NRG3/LGI1/TEAD1/BDNF/WT1/PRDM11/PTPRJ/YAP1/CRYAB/SOCS2/IGF1/MYL2/RB1/ING1/AKAP6/SEMA6D/SMAD3/SEMA7A/MINAR1/ST20/CDH1/WFDC1/CRK/PAFAH1B1/NTN1/ULK2/CRLF3/WNT3/SPAG9/SYT4/SMAD7/SMAD4/NEDD4L/BCL2/STK11/CEACAM1/PUM2/ITSN2/RTN4/BMP10/CXCR4/MAP2/IGFBP5/SERPINE2/SH3BP4/SLC23A2/CDH4/N6AMT1/DSCAM/VGLL4/CLASP2/GOLGA4/WNT5A/FAM107A/FOXP1/DCBLD2/TOMM70/GSK3B/ZNF639/MAP3K13/BCL6/SLIT2/IGFBP7/SPP1/CAMK2D/EXOSC9/IL2/JADE1/CDKN2AIP/SEMA5A/DAB2/MAP1B/EFNA5/FSTL4/SPOCK1/HBEGF/SLIT3/EDN1/DDR1/PI16/RIMS1/ROS1/GJA1/SGK1/EPM2A/ZC3H12D/PRKN/CEP43/INHBA/IGFBP1/IGFBP3/EGFR/SEMA3A/SMURF1/MUC12/NRCAM/IFRD1/PLXNA4/MTPN/PTK2B/NRG1/OSGIN2/COL14A1/SMARCA2/PABIR1/SEMA4D/FBP1/NCBP1/TGFBR1/TNC/TRIM32/MAPKAP1/EXOSC2/ABL1/RPS6KA3/JADE3/AGTR2/FHL1/FGF13",134
